,domains,counts
69,"['SHOCT', 'DUF5826', 'PT-TG', 'SDR_subfam_1', 'Pyr_redox_2', 'Reductase_C', 'Glyoxalase_6', 'Sig70_famx2', 'DUF2332', 'mycofact_TetR', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'mycofact_creat', 'mycofact_glyco', 'Rv0697', 'rpsJ_bact', 'L3_bact']",1
70,"['SHOCT', 'DUF5826', 'SDR_subfam_1', 'Pyr_redox_2', 'Reductase_C', '2-Hacid_dh_C', 'NAD_binding_2', 'DUF2332', 'mycofact_TetR', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'mycofact_creat', 'mycofact_glyco', 'Rv0697', 'efflux_EmrB', 'TetR_N', 'TetR_C_11']",1
71,"['SHOCT', 'DUF5826', 'SDR_subfam_1', 'Pyr_redox_2', 'Reductase_C', 'Glyoxalase_6', 'Sig70_famx2', 'DUF2332', 'mycofact_TetR', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'mycofact_creat', 'mycofact_glyco', 'Rv0697', 'PE', 'efflux_EmrB', 'TetR_N']",1
72,"['SHOCT', 'DUF5826', 'SDR_subfam_1', 'Pyr_redox_2', 'Reductase_C', 'Glyoxalase_6', 'Sirohm_synth_M', 'Sig70_famx2', 'DUF2332', 'mycofact_TetR', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'mycofact_creat', 'mycofact_glyco', 'Rv0697', 'efflux_EmrB', 'TetR_N', 'TetR_C_11', 'P450_cycloAA_1']",1
73,"['SHOCT', 'DUF5826', 'SDR_subfam_1', 'Pyr_redox_2', 'Reductase_C', 'PGDH', 'DUF2332', 'mycofact_TetR', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_creat', 'mycofact_glyco', 'Rv0697', 'efflux_EmrB', 'TetR_N']",1
74,"['SHOCT', 'Phage_holin_3_6', 'SDR_subfam_1', 'Pyr_redox_2', 'Reductase_C', 'Glyoxalase_6', 'Sirohm_synth_M', 'Sig70_famx2', 'DUF2332', 'mycofact_TetR', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'mycofact_creat', 'mycofact_glyco', 'Rv0697']",1
75,"['SHOCT', 'TMEM138', 'SDR_subfam_1', 'Pyr_redox_2', 'Reductase_C', 'Glyoxalase_6', 'Sirohm_synth_M', 'Sig70_famx2', 'DUF2332', 'mycofact_TetR', 'TetR_N', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'mycofact_creat', 'mycofact_glyco', 'Rv0697', 'PE', 'efflux_EmrB', 'TetR_N']",1
76,"['SnoaL_2', 'met_syn_B12ind', 'DUF2339', 'Response_reg', 'GerE', 'DUF5931', 'HATPase_c', 'HisKA_3', 'DinB_2', 'mycofact_TetR', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'mycofact_OYE_1', 'Transglut_core', 'Transglycosylas', 'SnoaL_2', 'mycofact_OYE_2', 'mycofact_creat']",1
77,"['SIP', 'FAD_binding_9', 'Dimerisation2', 'Phage_coatGP8', 'Pribosyltran', 'Methyltransf_25', 'DUF3802', 'betA', 'mycofact_TetR', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'mycofact_creat', 'mycofact_glyco', 'pcaR_pcaU', 'Rxyl_3153', 'Aldedh']",1
78,"['SIP', 'FAD_binding_9', 'mycofact_TetR', 'SDR_subfam_2', 'mycofact_creat', 'mycofact_glyco', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'Fer4', 'Fer4_2', 'PorB_KorB', 'OAFO_sf', 'Aldedh', 'SDR_subfam_1', 'Bac_luciferase', 'MaoC_dehydratas']",1
79,"['SIR2_2', 'mycofact_TetR', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'Creatininase']",1
80,"['SRAP', 'DNA_alkylation', 'PA_CoA_Oxy5', 'MarR_2', 'HTH_IclR', 'MerR', 'HTH_Crp_2', 'drrA', 'mycofact_TetR', 'HTH_23', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'mycofact_OYE_1', 'SDR_subfam_1', 'mycofact_OYE_2', 'AHSA1', 'mycofact_creat', 'quinone_pig3']",1
81,"['STAS_2', 'TetR_C_1', 'TetR_N', 'CSD', 'pcrA', 'OsmC', 'mycofact_glyco', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'mycofact_TetR', 'Glyco_transf_4', 'Glyoxalase', 'mycofact_creat', 'Clp_N', 'MelC1']",1
82,"['SnoaL_2', 'ATPase-IB_hvy', 'HMA', 'ATPase-Plipid', 'GroEL', 'MHB', 'Amidohydro_3', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'Rv0697', 'Rxyl_3153', 'UPF0182', 'spore_lonB', 'Lon_C', 'Tricorn_PDZ']",1
83,"['SnoaL_2', 'SDR_subfam_1', 'PIN', 'DUF1990', 'Polyketide_cyc2', 'actino_HemFlav', 'mycofact_rSAM', 'quino_hemo_SAM', 'Mycofactocin_RRE', 'mycofactocin', 'mycofact_TetR', 'PA_CoA_Oxy5', 'DoxX_3', 'F420_MSMEG_2906', 'NQR2_RnfD_RnfE', 'NAD_binding_1', 'ApbE']",1
84,"['Rv0697', 'mycofact_glyco', 'mycofact_creat', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'mycofact_TetR', 'DUF2332', 'Glyoxalase', 'lysA', 'SAM_DCase_Bsu', 'speE', 'DUF350', 'GSP_synth']",1
85,"['RuBisCO_small', 'cbbX_cfxQ', 'LysR_substrate', 'Glycolytic', 'DUF4191', 'Abhydrolase_1', 'Secretin_N', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'mycofact_TetR', 'GntR', 'PetM', 'adh_short', 'NDMA_methanol', 'AAA_5', 'AAA']",1
86,"['TetR_N', 'efflux_EmrB', 'Asp_Glu_race', 'Rv0697', 'mycofact_glyco', 'mycofact_creat', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'mycofact_TetR', 'Sig70_famx2', 'Glyoxalase_6', 'Pyr_redox_2', 'Reductase_C', 'HTH_24', 'HTH_AsnC-type', 'MarR', 'HTH_23', 'DDAH_eukar', 'Orn_aminotrans']",1
87,"['PIN', 'lp_hng_hel_AbrB', 'Rxyl_3153', 'therm_gnt_kin', 'pcaR_pcaU', 'HTH_24', 'Rv0697', 'mycofact_TetR', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'SDR_subfam_1', 'SDR_subfam_1', 'AAA_5', 'MCM', 'VWA_2', 'marine_srt_targ', 'actino_HemFlav', 'adh_short_C2', 'CoA_trans']",1
88,"['OsmC', 'Hydrolase_4', 'PAC2', 'serC_3', 'Aminotran_1_2', 'CSLREA_Nterm', 'G3P_acyltransf', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'DUF5849', 'DUF2561', 'Flp1_like', 'drrA', 'adh_short_C2', 'AAA_19', 'Viral_helicase1', 'RNA_replicase_B', 'RHH_1']",1
89,"['Oxidored_q2', '2a6301s01', 'Proton_antipo_M', 'SpoIIE', 'GAF_2', 'PAS_4', 'HATPase_c_2', 'betA', 'mycofact_glyco', 'mycofact_creat', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'mycofact_TetR', 'DUF520', 'NDH_I_N', 'NDH_I_M', 'NDH_I_L', 'NDH_I_M', 'Proton_antipo_N', 'Oxidored_q2', 'Oxidored_q3']",1
90,"['P450_cycloAA_1', 'TetR_N', 'TetR_C_11', 'efflux_EmrB', 'Rv0697', 'mycofact_glyco', 'mycofact_creat', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'mycofact_TetR', 'DUF2332', 'Sig70_famx2', 'Glyoxalase_6', 'Sirohm_synth_M', 'PGDH', 'SDR_subfam_1']",1
91,"['P450_cycloAA_1', 'TetR_N', 'mycofact_TetR', 'DprA_WH', 'efflux_EmrB', 'Rv0697', 'mycofact_glyco', 'mycofact_creat', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'mycofact_TetR', 'MTES_1575', 'Sig70_famx2', 'Glyoxalase_6', 'Pyr_redox_2', 'Reductase_C', 'DDAH_eukar', 'SDR_subfam_1']",1
92,"['PASTA', 'PA_CoA_Oxy5', 'Fe-ADH', 'HisKA_3', 'HATPase_c_2', 'GerE', 'Response_reg', 'Methyltransf_11', 'Methyltransf_23', 'mycofact_TetR', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'actino_HemFlav', 'udk', 'Asp_Glu_race', 'Transp_cyt_pur', 'phnR_burk', 'mycofact_creat']",1
93,"['PA_CoA_Oxy4', 'PA_CoA_Oxy5', 'ECH_1', 'N-Ac-Glu-synth', 'Rv0697', 'mycofact_TetR', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'SDR_subfam_1', 'SDR_subfam_1', 'SDR_subfam_1', 'SDR_subfam_1', 'SDR_subfam_1', 'AAA_5', 'VWA_2']",1
94,"['PDH_E1_alph_y', 'FAD_binding_2', 'biphenyl_bphD', 'pro_imino_pep_2', 'biphenyl_bphD', 'pro_imino_pep_2', 'Rv0697', 'mycofact_creat', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'mycofact_TetR', 'TetR_N', 'TetR_C_30', 'Pyr_redox_2', 'Pyr_redox_2', 'AbiEi_1', 'p450']",1
95,"['PEP_resp_reg', 'GAF', 'AMP-binding', 'AMP-binding_C', 'Rv0697', 'NAD_binding_8', 'mycofact_glyco', 'mycofact_creat', 'SDR_subfam_1', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'mycofact_TetR', 'TetR_C_1', 'TetR_N', 'PA_CoA_Oxy5', 'MaoC_dehydrat_N', 'KshA_C', 'Rieske', 'Acyl-CoA_dh_2', 'sulfur_SfnB', 'Acyl-CoA_dh_M', '23dbph12diox']",1
96,"['PKD_4', 'SigE-fam_strep', 'FtsJ', 'SpoU_methylase', 'Clp_N', 'FoP_duplication', 'HTH_11', 'HTH_AsnC-type', 'a_cpa1', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'mycofact_creat', 'SDR_subfam_2', 'mycofact_glyco', 'NDMA_methanol', 'AAA_5', 'AAA', 'VWA_CoxE']",1
97,"['RskA', 'Pyr_redox_2', 'DNA_alkylation', 'DoxX_3', 'PA_CoA_Oxy5', 'mycofact_TetR', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'SDR_subfam_1', 'CoA_transf_3', 'mycofact_creat', 'mycofact_glyco', 'GMC_mycofac_2', 'IMPACT_YIGZ']",1
98,"['PP-binding', 'Abhydrolase_1', 'protocat_pcaD', 'MGT', 'Methyltransf_23', 'DUF35_N', 'GMC_oxred_C', 'GMC_mycofac_2', 'mycofact_TetR', 'Rv0697', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'mycofact_creat', 'mycofact_glyco', 'Acyl-CoA_dh_2', 'sulfur_SfnB', 'Acyl-CoA_dh_1', 'Flavin_Reduct', 'DUF4386', 'adh_short']",1
99,"['PRAI', 'MbtH', 'AA-adenyl-dom', 'Condensation', 'alpha_am_amid', 'D-ala-DACP-lig', 'menE', 'PP-binding', 'Thioesterase', 'AA-adenyl-dom', 'Condensation', 'AMP-binding', 'alpha_am_amid', 'D-ala-DACP-lig', 'DHB_AMP_lig', 'PP-binding', 'GAF', 'GAF_2', 'PaaX', 'Rv0697', 'mycofact_glyco', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'TetR_C_1', 'PA_CoA_Oxy5', 'DNA_alkylation', 'glut_race', 'PGA_cap', 'Pyr_redox_2', 'SPW']",1
100,"['PRK', 'Ribonuc_L-PSP', 'RutC', 'Amino_oxidase', 'AA_permease', 'pcaR_pcaU', 'actino_HemFlav', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'mycofact_TetR', 'Methyltransf_11', 'GerE', 'Response_reg', 'HisKA_3', 'HATPase_c_2', 'Kazal_3', 'Fe-ADH', 'PA_CoA_Oxy5', 'nickel_nikE']",1
101,"['PRK', 'udk', 'AAA_16', 'Response_reg', 'GerE', 'HisKA_3', 'RuBisCO_large', 'RuBisCO_large_N', 'RuBisCO_small', 'cbbX_cfxQ', 'LysR_substrate', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'mycofact_TetR', 'GntR', 'DUF6074', 'AbiEi_1', 'DUF6003', 'adh_short', 'NDMA_methanol', 'gas_vesic_GvpN', 'AAA_5', 'VWA_CoxE', 'Spectrin']",1
102,"['PTPS', 'bchC', 'CDP-OH_P_transf', 'mycofact_glyco', 'mycofact_creat', 'SDR_subfam_2', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'mycofact_TetR', 'MscL', 'Clp_N', 'HTH_23', 'HTH_AsnC-type', 'Flavin_Reduct', 'Inhibitor_I36', 'Lipase_GDSL_2']",1
103,"['PaaB1', 'protocat_pcaD', 'DUF3320', 'Oxidored-like', 'betA', 'mycofact_glyco', 'mycofact_creat', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'mycofact_TetR', 'ECH_1', 'F420_cofD', 'F420_cofE', 'catechol_dmpE', 'ac_ald_DH_ac', '4OH_2_O_val_ald']",1
104,"['PemK_toxin', 'HicB', 'Arc', 'WYL', 'HTH_11', 'HTH_PafC', 'EHN', 'EHN', 'bchO_mg_che_rel', 'mycofact_glyco', 'mycofact_TetR', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'SDR_subfam_1', 'SDR_subfam_1', 'SDR_subfam_1', 'SDR_subfam_1', 'AAA_5', 'VWA_2', 'marine_srt_targ', 'mycofact_creat']",1
105,"['PepSY_TM', 'ATPgrasp_YheCD', 'OH-pyruv-isom', 'tartro_sem_red', 'Hfq', 'mycofactocin', 'SDR_subfam_1', 'Mycofactocin_RRE', 'mycofact_rSAM', 'mycofact_OYE_2', 'mycofact_OYE_2', 'ETF_alpha', 'ETF', 'GG-red-SF', 'flavo_MJ0208', 'mft_etfB', 'mycofact_glyco']",1
106,"['Orn_aminotrans', 'DDAH_eukar', 'HTH_AsnC-type', 'MarR', 'TrmB', 'Sigma70_r4', 'HTH_Tnp_ISL3', 'Pyr_redox_2', 'Reductase_C', 'Glyoxalase_6', 'Sig70_famx2', 'mycofact_TetR', 'mycofactocin', 'Mycofactocin_RRE']",1
107,"['Orn_aminotrans', 'DDAH_eukar', 'HTH_AsnC-type', 'MarR', 'Sigma70_r4', 'TrmB', 'Pyr_redox_2', 'Reductase_C', 'Glyoxalase_6', 'Sig70_famx2', 'mycofact_TetR', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'mycofact_creat', 'mycofact_glyco', 'Rv0697', 'efflux_EmrB', 'TetR_N', 'TetR_C_11', 'CYP450_TxtE']",1
108,"['Orn_aminotrans', 'DDAH_eukar', 'HTH_AsnC-type', 'MarR', 'Sigma70_r4', 'Pyr_redox_2', 'Glyoxalase_6', 'Sig70_famx2', 'mycofact_TetR', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'mycofact_creat', 'mycofact_glyco', 'Rv0697', 'efflux_EmrB', 'TetR_N', 'RutR', 'CYP450_TxtE']",1
109,"['Orn_aminotrans', 'DDAH_eukar', 'HTH_AsnC-type', 'MarR', 'Sigma70_r4', 'HTH_Tnp_ISL3', 'TrmB', 'Pyr_redox_2', 'Reductase_C', 'Glyoxalase_6', 'Sig70_famx2', 'mycofact_TetR', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'mycofact_creat', 'Rv0697', 'Asp_Glu_race', 'efflux_EmrB', 'TetR_N', 'TetR_C_11']",1
110,"['NDMA_methanol', 'AAA_5', 'VWA_CoxE', 'DUF4347', 'Fe-ADH', 'HisKA_3', 'Response_reg', 'GerE', 'Methyltransf_11', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM']",1
111,"['NDMA_methanol', 'AAA_5', 'bpMoxR', 'IPT', 'VWA_CoxE', 'Cadherin-like', 'Fe-ADH', 'HisKA_3', 'GAF_2', 'Response_reg', 'GerE', 'Methyltransf_11', 'Methyltransf_25', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'LysR_substrate', 'HTH_1', 'TctC', 'TctB', 'TctA', 'GntR', 'FCD', 'HTH_11', 'MarR_2', 'MR_MLE_C', 'MR_MLE_N']",1
112,"['NDMA_methanol', 'mycofact_glyco', 'SDR_subfam_2', 'mycofact_creat', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'pgm', 'Trans_reg_C', 'tRNA_edit', 'ars_reduc_gluta', 'acr3', 'HTH_5', 'HTH_20', 'HTH_24', 'MarR_2', 'HTH_28']",1
113,"['NHase_beta', 'thiocyan_alph', 'nitrile_beta', 'SHOCT', 'T7SS_ESX_EspC', 'EspA_EspE', 'DUF2332', 'mycofact_TetR', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'mycofact_creat', 'mycofact_glyco', 'Rv0697', 'GABAperm', 'alk_sulf_monoox']",1
114,"['NMT1', '3A0103s03R', 'HTH_3', 'HTH_19', 'isocit_lyase', 'malate_syn_A', 'Acyl-CoA_dh_1', 'Acyl-CoA_dh_M', 'Aminotran_1_2', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'Rv0697', 'mycofact_TetR', 'mycofact_creat', 'mycofact_glyco', 'murB', 'MaoC_dehydratas']",1
115,"['NTPase_1', 'modA', 'ModE_repress', 'modB_ABC', 'RR_fam_repeat', 'modC_ABC', 'Transp_cyt_pur', 'mycofact_glyco', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mft_etfB', 'Fer4_6', 'GG-red-SF', 'COQ6', 'ETF_alpha', 'ETF', 'mycofact_OYE_2', 'mycofact_OYE_2', 'mycofactocin', 'Rxyl_3153']",1
116,"['NUDIX', 'TPR_12', 'Mrr_N', 'HCMV_UL124', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'mycofact_TetR', 'HTH_23', 'AA-adenyl-dom', 'Condensation', 'alpha_am_amid', 'PP-binding', 'Thioesterase', 'fkbM_fam', 'MMPL', 'HpnN', 'DUF5995', 'TIGR03083']",1
117,"['NifU', 'HpaI', 'HbpS-like', 'RNase_Z', 'TAT_signal_seq', 'DUF2332', 'mycofact_TetR', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'mycofact_creat', 'mycofact_glyco', 'Rv0697', 'rpsJ_bact', 'L3_bact', 'rplD_bact']",1
118,"['Nitroreductase', 'Response_reg', 'GerE', 'HTH_7', 'GAF_2', 'HATPase_c', 'mycofact_glyco', 'SDR_subfam_2', 'mycofact_creat', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'mycofact_TetR', 'DUF6300', 'EVE', 'SIP', 'FAD_binding_9', 'DUF1540', 'hmgA', 'fum_ac_acetase']",1
119,"['OB_aCoA_assoc', 'Thiolase_N', 'TetR_N', 'TetR_C_6', 'F420_MSMEG_4879', 'LYTB', 'Aldedh', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'mycofact_creat', 'SDR_subfam_2', 'mycofact_glyco', 'mycofact_TetR', 'CO_dehy_Mo_lg', 'COXG']",1
120,"['OPT', 'Exosortase_EpsH', 'Abhydrolase_1', 'SDR_subfam_1', 'mycofact_glyco', 'mycofact_creat', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'Rv0697', 'mycofact_TetR', 'crcB', 'crcB', 'DAO', 'adh_short_C2', 'adh_short_C2']",1
121,"['Orn_aminotrans', 'DDAH_eukar', 'AsnC_trans_reg', 'HTH_Tnp_ISL3', 'Pyr_redox_2', 'Reductase_C', 'Glyoxalase_6', 'SigE-fam_strep', 'mycofact_TetR', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'mycofact_creat', 'mycofact_glyco', 'Rv0697', 'efflux_EmrB', 'TetR_N', 'mycofact_TetR', 'CYP450_TxtE']",1
122,"['Orn_aminotrans', 'DDAH_eukar', 'HTH_24', 'HTH_AsnC-type', 'MarR', 'Sigma70_r4', 'HTH_Tnp_ISL3', 'Pyr_redox_2', 'Glyoxalase_6', 'SigE-fam_strep', 'mycofact_TetR', 'HTH_23', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'mycofact_creat', 'mycofact_glyco', 'Rv0697', 'Asp_Glu_race', 'TetR_N']",1
123,"['Orn_aminotrans', 'DDAH_eukar', 'HTH_AsnC-type', 'MarR', 'Pyr_redox_2', 'Reductase_C', 'Glyoxalase_6', 'Sig70_famx2', 'mycofact_TetR', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'mycofact_creat', 'mycofact_glyco', 'Rv0697', 'Asp_Glu_race', 'TetR_N', 'CYP450_TxtE']",1
124,"['Orn_aminotrans', 'DDAH_eukar', 'HTH_AsnC-type', 'MarR', 'Pyr_redox_2', 'Reductase_C', 'Glyoxalase_6', 'SigE-fam_strep', 'mycofact_TetR', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'mycofact_creat', 'mycofact_glyco', 'Rv0697', 'TetR_N', 'TetR_C_11', 'CYP450_TxtE']",1
125,"['Orn_aminotrans', 'DDAH_eukar', 'HTH_AsnC-type', 'MarR', 'Sigma70_r4', 'Fe_dep_repress', 'Pyr_redox_2', 'Glyoxalase_6', 'Sig70_famx2', 'mycofact_TetR', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'mycofact_creat', 'mycofact_glyco', 'Rv0697', 'efflux_EmrB', 'TetR_N', 'mycofact_TetR', 'CYP450_TxtE']",1
126,"['Orn_aminotrans', 'DDAH_eukar', 'HTH_AsnC-type', 'MarR', 'Sigma70_r4', 'HTH_Tnp_ISL3', 'Pyr_redox_2', 'Glyoxalase_6', 'Sig70_famx2', 'mycofact_TetR', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'mycofact_creat', 'mycofact_glyco', 'Rv0697', 'CYP450_TxtE', 'CYP450_TxtE', 'CYP450_TxtE']",1
127,"['Pep_deformylase', 'DUF3263', 'LytR_C', 'Sod_Cu', 'gshA_cyan_rel', 'mycofact_glyco', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'PAP2_3', 'DUF5933', 'PhaG_MnhG_YufB', 'MrpF_PhaF', 'MNHE', '2a6301s04', 'Proton_antipo_M', 'Oxidored_q2', '2a6301s01', 'Proton_antipo_M']",1
128,"['Peptidase_M16_C', 'Propep_M14', 'cysG_Nterm', 'APS_reductase', 'sir', 'cobA_cysG_Cterm', 'MOSC_N', 'amidohydrolases', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'Beta_helix', 'NosD_copper_fam', 'Beta_helix', 'NosD_copper_fam', 'G3P_acyltransf', 'adh_short_C2', 'Glyoxalase', 'AMP-binding', 'AMP-binding_C', 'DLH']",1
129,"['Peripla_BP_2', 'LPAM_2', 'mycofact_creat', 'drrB', 'drrA', 'TetR_C_1', 'Pyrid_ox_like', 'EAL', 'DUF4131', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'mycofact_TetR', 'actino_HemFlav', 'pcaR_pcaU', 'HTH_5', 'Aldedh', 'HpnZ_proposed', 'Ring_hydroxyl_B', 'benzo_1_2_benA']",1
130,"['Pyr_redox_2', 'Reductase_C', 'TMAO_torS', 'HAMP', 'DUF883', 'SpoIIE', 'ANTAR', 'PAS_4', 'PAS_3', 'Peripla_BP_2', 'caca2', 'LysR_substrate', 'HTH_5', 'pyruv_oxi_spxB', 'DUF262', 'DUF1524', 'Mycofactocin_RRE', 'Rxyl_3153', 'PEP_resp_reg', 'propionate_PrpR', 'HTH_30', 'HTH_50', 'AAA_22', 'DUF1989', 'DUF1524', 'Fructosamin_kin', 'YjbR']",1
131,"['Pyr_redox_2', 'SPW', 'TetR_N', 'mycofact_TetR', 'protocat_pcaD', 'EF-G', 'PA_CoA_Oxy5', 'TetR_N', 'mycofactocin', 'Mycofactocin_RRE']",1
132,"['Pyr_redox_2', 'glut_race', 'TetR_N', 'mycofact_TetR', 'betaine_BetI', 'SPW', 'PA_CoA_Oxy5', 'Methyltransf_11', 'mycofact_TetR', 'HTH_23', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'SDR_subfam_1', 'mycofact_OYE_2', 'mycofact_creat', 'mycofact_glyco', 'Rv0697']",1
133,"['Pyr_redox_3', 'NAD_binding_8', 'ADC', 'Beta-lactamase', 'TetR_C_11', 'TetR_N', 'AMP-binding', 'AMP-binding_C', 'SDR_subfam_1', 'mycofact_TetR', 'mycofactocin', 'mycofact_MftB', 'mycofact_rSAM', 'actino_HemFlav', 'mycofact_creat', 'mycofact_glyco', 'GMC_mycofac_2', 'GMC_mycofac_2', 'fabF', 'EutB']",1
134,"['ROK', 'NanE', 'Peptidase_M73', 'sigpep_I_arch', 'mycofact_glyco', 'SDR_subfam_2', 'mycofact_creat', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'NDMA_methanol', 'AAA_5', 'CbbQ_C', 'VWA_CoxE', 'Methyltransf_25', 'Response_reg', 'GerE', 'HisKA_3', 'LD_lanti_pre', 'Fe-ADH']",1
135,"['ROK_glcA_fam', 'NUDIX', 'NYN_YacP', 'RibD_C', 'LysR_substrate', 'HTH_1', 'HTH_24', 'LCM', 'EamA', 'mycofact_TetR', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'mycofact_OYE_1', 'mycofact_OYE_2', 'ETF_alpha', 'GG-red-SF', 'Fer4_2', 'aprB', 'Fer4', 'zf-C2H2_11', 'mft_etfB', 'SDR_subfam_2']",1
136,"['ROK_glcA_fam', 'NUDIX', 'NYN_YacP', 'uraD_N-term-dom', 'MerR_1', 'MerR', 'Mg_trans_NIPA', 'mycofact_TetR', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'rSAM_QueE_gams', 'mycofact_OYE_1', 'mycofact_OYE_2', 'ETF_alpha', 'ETF', 'GG-red-SF', 'Pyr_redox', 'FeFe_hydrog_B1', 'mft_etfB', 'SDR_subfam_2']",1
