,domains
WP_018157865.1,['PKD_4']
WP_018157866.1,['SigE-fam_strep']
WP_018157867.1,['FtsJ']
WP_018157868.1,['SpoU_methylase']
WP_018157869.1,"['Clp_N', 'FoP_duplication']"
WP_083915574.1,"['HTH_11', 'HTH_AsnC-type']"
WP_018157871.1,['a_cpa1']
WP_018157872.1,['mycofactocin']
WP_018157873.1,['Mycofactocin_RRE']
WP_018157874.1,['mycofact_rSAM']
WP_018157875.1,['actino_HemFlav']
WP_018157876.1,['mycofact_creat']
WP_018157877.1,['SDR_subfam_2']
WP_018157878.1,['mycofact_glyco']
WP_018157879.1,['NDMA_methanol']
WP_018157880.1,"['AAA_5', 'AAA']"
WP_026181320.1,['VWA_CoxE']
WP_018177847.1,['GMC_mycofac_2']
WP_018177848.1,['mycofact_glyco']
WP_018177849.1,['mycofact_creat']
WP_018177850.1,['CoA_transf_3']
WP_018177851.1,"['MTES_1575', 'AbiEi_4']"
WP_018177852.1,['SDR_subfam_1']
WP_018177853.1,['actino_HemFlav']
WP_018177854.1,['mycofact_rSAM']
WP_026303233.1,['Mycofactocin_RRE']
WP_018177856.1,['mycofactocin']
WP_018177857.1,['mycofact_TetR']
WP_018177858.1,['PA_CoA_Oxy5']
WP_018177859.1,['DUF2804']
WP_018177860.1,"['adh_short', 'RhaD_aldol-ADH']"
WP_018177861.1,"['TetR_N', 'mycofact_TetR']"
WP_051092637.1,['menE']
WP_018177863.1,['LPOR']
WP_051163279.1,['DUF347']
WP_040753315.1,['cztR_silR_copR']
WP_040753747.1,['cztS_silS_copS']
WP_157185751.1,['PAP2']
WP_051163283.1,"['Glycos_transf_2', 'glyco_TIGR04182']"
WP_040753753.1,"['PMT_2', 'GT87']"
WP_040753320.1,['mycofact_TetR']
WP_063710010.1,['mycofactocin']
WP_040753321.1,['Mycofactocin_RRE']
WP_040753323.1,['mycofact_rSAM']
WP_040753325.1,['actino_HemFlav']
WP_040753326.1,['SDR_subfam_2']
WP_040753328.1,['mycofact_glyco']
WP_040753329.1,['mycofact_creat']
WP_040753331.1,"['TetR_N', 'mycofact_TetR', 'HTH_IclR', 'LacI']"
WP_040753333.1,['P450_rel_GT_act']
WP_040753335.1,['P450_rel_GT_act']
WP_232212992.1,['Methyltransf_19']
WP_019819141.1,['SQHop_cyclase_C']
WP_028662008.1,"['Ceramidase_alk', 'Ceramidse_alk_C']"
WP_028662009.1,"['PQQ_ABC_repeats', 'SBP56']"
WP_019819144.1,['Pyridoxal_deC']
WP_028662010.1,['CMAS']
WP_019819146.1,['mycofact_rSAM']
WP_019819147.1,['Mycofactocin_RRE']
WP_019819148.1,['mycofactocin']
WP_019819149.1,['mycofact_TetR']
WP_019819150.1,"['GreA_GreB', 'GreA_GreB_N']"
WP_019819151.1,['CobN-Mg_chel']
WP_019819154.1,['CbiE']
WP_083940298.1,['Cob-chelat-sub']
WP_048876946.1,['CbtA']
WP_020109631.1,['Rv1155_F420']
WP_231373832.1,['GMC_mycofac_2']
WP_020109633.1,['mycofact_glyco']
WP_028463682.1,['mycofact_creat']
WP_028463683.1,['CoA_transf_3']
WP_020109636.1,['SDR_subfam_1']
WP_020109637.1,['actino_HemFlav']
WP_028463684.1,['mycofact_rSAM']
WP_028463685.1,['Mycofactocin_RRE']
WP_020109640.1,['mycofactocin']
WP_028463686.1,['cyc_hxne_CoA_dh']
WP_020109642.1,['protocat_pcaD']
WP_020109643.1,['mycofact_TetR']
WP_020109644.1,['PA_CoA_Oxy5']
WP_020109645.1,['DNA_alkylation']
WP_196809627.1,"['Pyr_redox_2', 'Reductase_C']"
WP_020109647.1,['RNase_II_C_S1']
WP_083928846.1,['SCM_rSAM_ScmE']
WP_020676744.1,['mycofact_glyco']
WP_020676745.1,['ETF']
WP_020676746.1,"['Fer4_7', 'Fer4_2']"
WP_020676747.1,['GG-red-SF']
WP_020676748.1,['ETF_alpha']
WP_020676749.1,['mycofact_OYE_2']
WP_020676750.1,['mycofact_rSAM']
WP_020676751.1,['Mycofactocin_RRE']
WP_020676752.1,['mycofactocin']
WP_020676753.1,"['NUDIX', 'DZR']"
WP_020676754.1,['MFS_1']
WP_020676756.1,"['phoR_proteo', 'sensory_box']"
WP_020676757.1,['Fe-ADH']
WP_020676758.1,"['Pyr_redox_3', 'NAD_binding_8', 'sms']"
WP_020676759.1,['Redoxin']
WP_023956088.1,"['Glycos_transf_2', 'glyco_like_mftF']"
WP_023956090.1,['GMC_mycofac_2']
WP_023956092.1,['mycofact_glyco']
WP_023956094.1,['mycofact_creat']
WP_023956096.1,['CoA_transf_3']
WP_023956246.1,['SDR_subfam_1']
WP_023956098.1,['mycofact_rSAM']
WP_023956100.1,['Mycofactocin_RRE']
WP_023956102.1,['mycofactocin']
WP_030164881.1,['mycofact_TetR']
WP_023956104.1,['PA_CoA_Oxy5']
WP_031331721.1,['DNA_alkylation']
WP_023956108.1,['Pyr_redox_2']
WP_023956112.1,"['DUF3040', 'DUF3619']"
WP_156887178.1,['FUSC_2']
WP_010832607.1,['GOGAT_sm_gam']
WP_198016964.1,"['LysR_substrate', 'HTH_1']"
WP_036490521.1,['DUF3375']
WP_010832610.1,['DUF4194']
WP_036490523.1,"['AAA_29', 'SbcC_Walker_B', 'AAA_23', 'SMC_prok_A']"
WP_010832612.1,"['TSP_3', 'Dockerin_1', 'TSP3_bac']"
WP_084622817.1,['mycofactocin']
WP_010832613.1,['Mycofactocin_RRE']
WP_036492565.1,['mycofact_rSAM']
WP_010832615.1,['mycofact_creat']
WP_010832616.1,['mycofact_glyco']
WP_232211593.1,['GAF']
WP_010832618.1,['Aldedh']
WP_010832619.1,['DUF779']
WP_005936787.1,['GMC_mycofac_2']
WP_005936789.1,['mycofact_glyco']
WP_005936791.1,['mycofact_creat']
WP_005936793.1,['CoA_transf_3']
WP_005936795.1,['SDR_subfam_1']
WP_162138706.1,"['MTES_1575', 'AbiEi_4']"
WP_005936799.1,['actino_HemFlav']
WP_005936802.1,['mycofact_rSAM']
WP_005936805.1,['Mycofactocin_RRE']
WP_081597706.1,['mycofactocin']
WP_005936807.1,"['mycofact_TetR', 'HTH_7']"
WP_005936810.1,['PA_CoA_Oxy5']
WP_005936812.1,"['Pyr_redox_2', 'Reductase_C']"
WP_005936814.1,"['HTH_31', 'HTH_19']"
WP_005936816.1,['DoxX_3']
WP_024332759.1,['RskA']
WP_024805696.1,"['AAA_33', 'APH']"
WP_024805697.1,"['Response_reg', 'GerE', 'HTH_29']"
WP_036570951.1,['Pyridox_ox_2']
WP_024805699.1,['HTH_30']
WP_024805700.1,"['FA_desaturase', 'DUF3099']"
WP_024805701.1,"['GntR', 'FCD']"
WP_036570961.1,['mycofact_TetR']
WP_024805703.1,['mycofactocin']
WP_024805704.1,['Mycofactocin_RRE']
WP_024805705.1,['mycofact_rSAM']
WP_024805706.1,['actino_HemFlav']
WP_024805707.1,['SDR_subfam_2']
WP_024805708.1,['mycofact_glyco']
WP_024805709.1,['mycofact_creat']
WP_024805710.1,"['HTH_5', 'HTH_20', 'HTH_27']"
WP_024805711.1,"['Glyoxalase', 'Glyoxalase_6']"
WP_084161909.1,['P450_rel_GT_act']
WP_021596609.1,['GntP_permease']
WP_021596608.1,"['FCD', 'phnR_burk']"
WP_033334048.1,['DUF72']
WP_081842920.1,"['mycofact_glyco', 'DUF5122']"
WP_024936567.1,['mycofact_creat']
WP_024936568.1,['SDR_subfam_2']
WP_021598931.1,['actino_HemFlav']
WP_021598932.1,['mycofact_rSAM']
WP_021598933.1,['Mycofactocin_RRE']
WP_021598934.1,['mycofactocin']
WP_021598935.1,['mycofact_TetR']
WP_021598936.1,"['MFS_1', '2A0118']"
WP_021598937.1,['HTH_20']
WP_021598938.1,['VTC']
WP_021598939.1,['DUF4956']
WP_033334037.1,['TOBE_2']
WP_025321413.1,['DUF4242']
WP_025321414.1,['DUF362']
WP_025321415.1,['DUF362']
WP_025321416.1,['ParA']
WP_025321419.1,['SDR_subfam_1']
WP_245693415.1,['mycofactocin']
WP_025321420.1,['Mycofactocin_RRE']
WP_025321421.1,['mycofact_rSAM']
WP_025321422.1,['mycofact_OYE_2']
WP_025321423.1,['ETF_alpha']
WP_025321424.1,['GG-red-SF']
WP_025321425.1,"['Fer4_2', 'Fer4']"
WP_025321426.1,['ETF']
WP_025321427.1,['mycofact_glyco']
WP_025321428.1,['TIGR00268']
WP_026453027.1,"['FAD_binding_4', 'FAD_lactone_ox']"
WP_026453028.1,['DUF6480']
WP_026453029.1,['Pyr_redox_2']
WP_007025715.1,['mycofact_creat']
WP_026453031.1,['mycofact_rSAM']
WP_026453032.1,['mycofact_MftB']
WP_026453033.1,['mycofactocin']
WP_034237886.1,['mycofact_TetR']
WP_007026931.1,['greA']
WP_052583681.1,"['Collagen_mid', 'Peptidase_M3_N']"
WP_199285554.1,['cobS']
WP_199285555.1,['CobN-Mg_chel']
WP_051471010.1,"['GAF', 'Trans_reg_C']"
WP_051471011.1,['Methyltransf_25']
WP_051471012.1,['VWA_CoxE']
WP_211241690.1,"['AAA_5', '26Sp45', 'FxSxx-COOH']"
WP_026909883.1,['NDMA_methanol']
WP_026909884.1,['mycofact_TetR']
WP_157260600.1,['mycofactocin']
WP_026909886.1,['Mycofactocin_RRE']
WP_211241691.1,['mycofact_rSAM']
WP_026909887.1,['actino_HemFlav']
WP_051472311.1,['mycofact_creat']
WP_157260601.1,['mycofact_glyco']
WP_026909888.1,"['MTES_1575', 'AbiEi_1']"
WP_051471014.1,"['YkuD', 'PG_binding_4']"
WP_026909890.1,['HpaA']
WP_169515204.1,"['BD-FAE', 'Abhydrolase_6']"
WP_026917268.1,['GMC_mycofac_2']
WP_026917269.1,['mycofact_glyco']
WP_026917270.1,['mycofact_creat']
WP_026917271.1,['CoA_transf_3']
WP_026917272.1,['SDR_subfam_1']
WP_026917273.1,['actino_HemFlav']
WP_245569629.1,['mycofact_rSAM']
WP_026917275.1,['Mycofactocin_RRE']
WP_026917276.1,['mycofactocin']
WP_026917277.1,['mycofact_TetR']
WP_026917278.1,['PA_CoA_Oxy5']
WP_026917279.1,['DoxX_2']
WP_035718516.1,"['Pyr_redox_2', 'Reductase_C', 'NAD_binding_8']"
WP_156890311.1,['CbtA']
WP_026917281.1,['Tic110']
WP_027507079.1,['FecCD']
WP_037187156.1,['Peripla_BP_2']
WP_155957131.1,['DUF4010']
WP_027507082.1,['DUF2723']
WP_051613662.1,['Rv0697']
WP_027507083.1,['mycofact_creat']
WP_051613663.1,['actino_HemFlav']
WP_081821455.1,['mycofact_rSAM']
WP_027507084.1,['Mycofactocin_RRE']
WP_155957132.1,['mycofactocin']
WP_051613664.1,"['Methyltransf_11', 'BioC', 'hemK_rel_arch']"
WP_027507086.1,"['Response_reg', 'GerE', 'HTH_28']"
WP_197027859.1,"['HisKA_3', 'GAF_2']"
WP_081821461.1,['Fe-ADH']
WP_027507089.1,"['VWA_CoxE', 'DUF732']"
WP_027507090.1,['gas_vesic_GvpN']
WP_027507091.1,['NDMA_methanol']
WP_027716002.1,"['AFOR_C', 'AFOR_N']"
WP_027716003.1,['mycofact_glyco']
WP_027716004.1,['ETF']
WP_193352706.1,"['Fer4_2', 'Fer4']"
WP_027716006.1,['GG-red-SF']
WP_027716007.1,"['ETF_alpha', 'ETF']"
WP_027716008.1,['mycofact_OYE_2']
WP_027716009.1,['mycofact_rSAM']
WP_027716010.1,['Mycofactocin_RRE']
WP_081703007.1,['mycofactocin']
WP_027716011.1,"['NUDIX', 'DUF4187']"
WP_255342773.1,['PEP_his_kin']
WP_226989372.1,"['PAS_4', 'HisKA', 'DivIC']"
WP_027716012.1,['VWA_CoxE']
WP_027716013.1,"['AAA', '26Sp45', 'adk']"
WP_027716014.1,['Fe-ADH']
WP_027716015.1,['ntrC']
WP_028060806.1,"['HTH_AsnC-type', 'AsnC_trans_reg', 'HTH_24']"
WP_196807574.1,['DUF2000']
WP_156028289.1,"['Glyco_hydro_92', 'Glyco_hydro_92N', 'F5_F8_type_C']"
WP_196807575.1,['MethyltransfD12']
WP_051324837.1,"['Glyco_hydro_92', 'Glyco_hydro_92N', 'F5_F8_type_C', 'TraW_N']"
WP_051324838.1,"['Peptidase_S15', 'PepX_C']"
WP_051324839.1,['mycofact_glyco']
WP_081686295.1,['mycofactocin']
WP_028060811.1,['Mycofactocin_RRE']
WP_037411470.1,['mycofact_rSAM']
WP_051324840.1,['mycofact_creat']
WP_028060812.1,['SDR_subfam_2']
WP_196807576.1,"['mycofact_glyco', 'glyco_like_mftF']"
WP_051324842.1,['ThuA']
WP_028060813.1,['ECH_1']
WP_156028290.1,['TTC']
WP_051324843.1,['Amidase']
WP_052337190.1,"['Diacid_rec', 'HTH_30']"
WP_245596634.1,"['NLPC_P60', 'E1-E2_ATPase']"
WP_052337191.1,['TetR_C_24']
WP_052337192.1,['TetR_C_24']
WP_028474586.1,['SDR_subfam_2']
WP_052337193.1,['mycofact_creat']
WP_028474587.1,['actino_HemFlav']
WP_028474588.1,['mycofact_rSAM']
WP_084541485.1,['Mycofactocin_RRE']
WP_084541486.1,['mycofactocin']
WP_028474589.1,['mycofact_TetR']
WP_028474590.1,['3oxo_ACP_reduc']
WP_028474591.1,['cyc_hxne_CoA_dh']
WP_028474592.1,"['TetR_N', 'betaine_BetI', 'HTH_23']"
WP_028474593.1,['LRR19-TM']
WP_245596635.1,['CM_mono_cladeE']
WP_245596636.1,['efflux_EmrB']
WP_081790576.1,['DUF1059']
WP_028638536.1,"['Peripla_BP_3', 'ccpA']"
WP_028638538.1,['T2SSM']
WP_051549432.1,['CDF']
WP_028638539.1,['TetR_N']
WP_028638540.1,['Beta-lactamase']
WP_028638541.1,['mycofact_TetR']
WP_081790577.1,['mycofactocin']
WP_028638918.1,['Mycofactocin_RRE']
WP_051549433.1,['mycofact_rSAM']
WP_051549434.1,['actino_HemFlav']
WP_051549435.1,['mycofact_creat']
WP_028638544.1,['SDR_subfam_2']
WP_081790578.1,['mycofact_glyco']
WP_028638546.1,['cyc_hxne_CoA_dh']
WP_028638547.1,"['TetR_N', 'HTH_IclR']"
WP_028638548.1,['npdG']
WP_028643608.1,['ECH_1']
WP_028643609.1,['npdG']
WP_028643610.1,['efflux_EmrB']
WP_028643611.1,['mycofact_glyco']
WP_028643612.1,['SDR_subfam_2']
WP_036507383.1,['mycofact_creat']
WP_028643613.1,['actino_HemFlav']
WP_051551545.1,['mycofact_rSAM']
WP_028643615.1,['Mycofactocin_RRE']
WP_081795100.1,['mycofactocin']
WP_028643616.1,['mycofact_TetR']
WP_036507156.1,"['Peptidase_M14', 'CBM_6']"
WP_028643618.1,['cyc_hxne_CoA_dh']
WP_051551633.1,"['Alpha-amylase', 'branching_enzym', 'DUF5013']"
WP_028643621.1,"['Peripla_BP_3', 'ccpA', 'HTH_11', 'HTH_CodY']"
WP_081795101.1,['DUF1059']
WP_028848388.1,"['SIP', 'FAD_binding_9']"
WP_038045446.1,['mycofact_TetR']
WP_028848389.1,['SDR_subfam_2']
WP_028848390.1,['mycofact_creat']
WP_051310338.1,['mycofact_glyco']
WP_028848391.1,['actino_HemFlav']
WP_028848392.1,['mycofact_rSAM']
WP_028848393.1,['Mycofactocin_RRE']
WP_084609313.1,['mycofactocin']
WP_028848395.1,"['Fer4', 'Fer4_2']"
WP_028848396.1,['PorB_KorB']
WP_028848397.1,['OAFO_sf']
WP_211227615.1,['Aldedh']
WP_028848399.1,['SDR_subfam_1']
WP_028848400.1,['Bac_luciferase']
WP_028848401.1,['MaoC_dehydratas']
WP_028850521.1,['PorB_KorB']
WP_028850522.1,"['Fer4', 'Fer4_2']"
WP_211232470.1,"['Abhydrolase_1', 'Abhydrolase_6', 'FAD_binding_2']"
WP_084612290.1,['TetR_C_33']
WP_028850524.1,['MGT']
WP_028850525.1,['Acetyltransf_1']
WP_028850526.1,"['TetR_N', 'betaine_BetI']"
WP_028850527.1,['mycofactocin']
WP_028850528.1,['Mycofactocin_RRE']
WP_028850529.1,['mycofact_rSAM']
WP_028850530.1,['actino_HemFlav']
WP_052344733.1,['mycofact_glyco']
WP_028850532.1,['mycofact_creat']
WP_028850533.1,['SDR_subfam_2']
WP_043660302.1,['mycofact_TetR']
WP_245565985.1,"['DUF4293', 'DUF6338']"
WP_028925367.1,['SDR_subfam_2']
WP_051581029.1,['Phosphodiest']
WP_051581030.1,['SnoaL_2']
WP_211261450.1,['DUF899']
WP_051581031.1,['AHSA1']
WP_028925371.1,"['HTH_20', 'Sigma70_r4_2']"
WP_051581032.1,['mycofact_creat']
WP_028925373.1,['mycofact_rSAM']
WP_028925374.1,['Mycofactocin_RRE']
WP_064745437.1,['mycofactocin']
WP_169747984.1,['Acetyltransf_6']
WP_156994152.1,['FAD_binding_3']
WP_028925377.1,"['DUF2306', 'YvrJ']"
WP_084211358.1,['TetR_N']
WP_037067478.1,"['FAD_binding_3', 'Ubi-OHases']"
WP_051581034.1,['mycofact_TetR']
WP_028938034.1,['LigXa_C']
WP_028938035.1,['PA_CoA_Oxy5']
WP_028938036.1,"['adh_short', 'pter_reduc_Leis']"
WP_156935384.1,['FAD_binding_3']
WP_169736873.1,['Acetyltransf_6']
WP_028938039.1,['mycofactocin']
WP_028938040.1,['Mycofactocin_RRE']
WP_037080932.1,['mycofact_rSAM']
WP_245607400.1,['mycofact_OYE_1']
WP_028938041.1,['mycofact_OYE_2']
WP_028938042.1,['mycofact_creat']
WP_028938043.1,['HTH_20']
WP_051343280.1,['AHSA1']
WP_084216726.1,['DUF899']
WP_028938045.1,['Polbeta']
WP_029115775.1,['Usp']
WP_029115776.1,['2A0306']
WP_051574713.1,['Orn_aminotrans']
WP_029115778.1,['DDAH_eukar']
WP_029115779.1,"['HTH_AsnC-type', 'MarR', 'Sigma70_r4', 'TrmB']"
WP_197040218.1,"['Pyr_redox_2', 'Reductase_C']"
WP_029115781.1,['mycofact_TetR']
WP_081809350.1,['mycofactocin']
WP_036437331.1,['Mycofactocin_RRE']
WP_029115783.1,['mycofact_rSAM']
WP_029115784.1,['actino_HemFlav']
WP_029115785.1,['mycofact_creat']
WP_029115786.1,['mycofact_glyco']
WP_029115787.1,['Rv0697']
WP_029115788.1,['Asp_Glu_race']
WP_029115789.1,['CYP450_TxtE']
WP_029901608.1,['decarb_PcaC']
WP_029901609.1,['DJ-1_PfpI']
WP_029901610.1,['Aldo_ket_red']
WP_029901611.1,"['HTH_3', 'HTH_31', 'TPR_MalT', 'TPR_8']"
WP_014988415.1,['MbtH']
WP_029901612.1,['Rv0697']
WP_029901613.1,['mycofact_glyco']
WP_081878369.1,"['mycofact_rSAM', 'Mycofactocin_RRE']"
WP_063602737.1,['mycofactocin']
WP_228833046.1,['TetR_N']
WP_029901615.1,['PA_CoA_Oxy5']
WP_029901616.1,['DNA_alkylation']
WP_029901617.1,['glut_race']
WP_235211210.1,"['Pyr_redox_2', 'Reductase_C']"
WP_029901619.1,"['SPW', 'IPTL_CTERM']"
WP_148311087.1,"['TetR_N', 'mycofact_TetR']"
WP_051725838.1,['pimC_large']
WP_030258547.1,['F420_MSMEG_2256']
WP_063757582.1,['pimD_small']
WP_030258551.1,"['efflux_EmrB', '2_A_01_02']"
WP_030258554.1,"['Pyr_redox_2', 'Reductase_C', 'TRX_reduct']"
WP_030258555.1,"['TetR_C_24', 'TetR_N']"
WP_030258557.1,['Rv0697']
WP_063757583.1,['mycofactocin']
WP_051725841.1,['Mycofactocin_RRE']
WP_030258562.1,['mycofact_rSAM']
WP_030258564.1,['actino_HemFlav']
WP_232242414.1,['mycofact_creat']
WP_084714852.1,['mycofact_glyco']
WP_084714854.1,['mycofact_TetR']
WP_030258573.1,"['FeFe_hydrog_B1', 'Fer4']"
WP_030258576.1,['P450_rel_GT_act']
WP_030258578.1,"['Fer4_13', 'Fer4_6', 'Fer4_2']"
WP_030326336.1,['PP-binding']
WP_030326338.1,"['Abhydrolase_1', 'protocat_pcaD']"
WP_030326340.1,['MGT']
WP_030326342.1,"['Methyltransf_23', 'DUF35_N']"
WP_030326344.1,"['GMC_oxred_C', 'GMC_mycofac_2']"
WP_030326346.1,['mycofact_TetR']
WP_030326348.1,['Rv0697']
WP_030326350.1,['mycofactocin']
WP_030326352.1,['Mycofactocin_RRE']
WP_037821039.1,['mycofact_rSAM']
WP_030326354.1,['actino_HemFlav']
WP_078852218.1,['mycofact_creat']
WP_030326356.1,['mycofact_glyco']
WP_030326360.1,"['Acyl-CoA_dh_2', 'sulfur_SfnB', 'Acyl-CoA_dh_1']"
WP_030326361.1,['Flavin_Reduct']
WP_078852219.1,['DUF4386']
WP_030326363.1,['adh_short']
WP_030483532.1,['Nitroreductase']
WP_030483533.1,"['Response_reg', 'GerE', 'HTH_7']"
WP_051706205.1,"['GAF_2', 'HATPase_c']"
WP_030483535.1,['mycofact_glyco']
WP_030483536.1,['SDR_subfam_2']
WP_030483537.1,['mycofact_creat']
WP_030483538.1,['actino_HemFlav']
WP_030483539.1,['mycofact_rSAM']
WP_030483540.1,['Mycofactocin_RRE']
WP_157210050.1,['mycofactocin']
WP_030483541.1,['mycofact_TetR']
WP_030483542.1,['DUF6300']
WP_036194439.1,['EVE']
WP_030483543.1,"['SIP', 'FAD_binding_9']"
WP_030483544.1,['DUF1540']
WP_030483545.1,['hmgA']
WP_030483546.1,['fum_ac_acetase']
WP_030615091.1,"['AMP-binding', 'AMP-binding_C']"
WP_030615093.1,['oxalate_oxc']
WP_030615096.1,['oxalate_frc']
WP_030615099.1,['sensory_box']
WP_043456412.1,['mycofact_TetR']
WP_030615104.1,['mycofact_glyco']
WP_043456414.1,['actino_HemFlav']
WP_030615109.1,['mycofact_rSAM']
WP_030615113.1,['Mycofactocin_RRE']
WP_063757825.1,['mycofactocin']
WP_030615115.1,['Rv0697']
WP_030615118.1,['Beta-lactamase']
WP_030615121.1,['EF-G']
WP_043456424.1,['Abhydrolase_1']
WP_030615126.1,['HxlR']
WP_030615129.1,['adh_short']
WP_030615133.1,['MutL']
WP_030870332.1,"['ketoacyl-synt', 'Docking']"
WP_051806160.1,['FAD_binding_3']
WP_158734399.1,['Polyketide_cyc2']
WP_030870340.1,['SDR_subfam_1']
WP_037847222.1,['efflux_EmrB']
WP_037847225.1,['adh_short_C2']
WP_063755672.1,['mycofactocin']
WP_030870352.1,['Mycofactocin_RRE']
WP_030870355.1,['mycofact_rSAM']
WP_051806162.1,['mycofact_OYE_1']
WP_030870362.1,['mycofact_OYE_2']
WP_107048289.1,"['ETF_alpha', 'ETF']"
WP_030870368.1,['GG-red-SF']
WP_030870370.1,['FeFe_hydrog_B1']
WP_051806163.1,['mft_etfB']
WP_234435668.1,['SDR_subfam_2']
WP_078648719.1,['HATPase_c_2']
WP_031053945.1,['adk']
WP_031053946.1,['Ac_CoA_lig_AcsA']
WP_078648720.1,['mycofact_glyco']
WP_031053950.1,['SDR_subfam_2']
WP_037799669.1,['mycofact_creat']
WP_031053954.1,['actino_HemFlav']
WP_031053956.1,['mycofact_rSAM']
WP_031053958.1,['Mycofactocin_RRE']
WP_063761771.1,['mycofactocin']
WP_031053960.1,['NDMA_methanol']
WP_031053963.1,"['AAA_5', 'AAA']"
WP_031053965.1,['VWA_CoxE']
WP_031053967.1,"['Methyltransf_11', 'BioC']"
WP_031053969.1,['Gpr1_Fun34_YaaH']
WP_031053972.1,"['Response_reg', 'GerE']"
WP_031053975.1,"['HisKA_3', 'HATPase_c_2']"
WP_082469148.1,"['AraC_binding_2', 'HTH_18']"
WP_156365368.1,"['chlorocat_1_2', 'ABM']"
WP_031469034.1,['Fe-ADH']
WP_197285069.1,['mycofact_glyco']
WP_031469035.1,['SDR_subfam_2']
WP_031469036.1,['mycofact_creat']
WP_031469037.1,['actino_HemFlav']
WP_031469038.1,['mycofact_rSAM']
WP_031469039.1,['Mycofactocin_RRE']
WP_063890795.1,['mycofactocin']
WP_051898988.1,['mycofact_TetR']
WP_003403465.1,"['SHOCT', 'DUF5826', 'DUF6611']"
WP_003403468.1,['SDR_subfam_1']
WP_003901000.1,['Pyr_redox_2']
WP_003403477.1,['DUF2332']
WP_003403482.1,['mycofact_TetR']
WP_003403483.1,['mycofactocin']
WP_012054243.1,['Mycofactocin_RRE']
WP_003403490.1,['mycofact_rSAM']
WP_003898557.1,['actino_HemFlav']
WP_003403497.1,['mycofact_creat']
WP_003906425.1,['mycofact_glyco']
WP_003403503.1,['Rv0697']
WP_003403474.1,['Glyoxalase_6']
WP_214290027.1,['Mycofactocin_RRE']
WP_197059774.1,"['Pyr_redox_2', 'Reductase_C']"
WP_031937709.1,['glut_race']
WP_031937710.1,"['TetR_N', 'mycofact_TetR']"
WP_031937711.1,['SPW']
WP_031937712.1,['PA_CoA_Oxy5']
WP_031937713.1,['Methyltransf_11']
WP_031937714.1,['mycofact_TetR']
WP_156112048.1,['mycofactocin']
WP_156112049.1,['Mycofactocin_RRE']
WP_031937716.1,['mycofact_rSAM']
WP_031937717.1,['actino_HemFlav']
WP_051918616.1,['mycofact_OYE_1']
WP_031937719.1,['SDR_subfam_1']
WP_031937720.1,['mycofact_OYE_2']
WP_031937721.1,['DoxX_2']
WP_031937722.1,['HpaR']
WP_031937723.1,['mycofact_creat']
WP_033321532.1,"['ECH_1', 'badI']"
WP_033321533.1,"['adh_short', 'ADH_zinc_N']"
WP_033321534.1,['adh_short_C2']
WP_245685381.1,['tartro_sem_red']
WP_245685382.1,['Aldedh']
WP_033321535.1,['decarb_PcaC']
WP_033321536.1,['Rv0697']
WP_063741950.1,['mycofactocin']
WP_051744750.1,['Mycofactocin_RRE']
WP_033321537.1,['mycofact_rSAM']
WP_245685383.1,['actino_HemFlav']
WP_245685384.1,['mycofact_creat']
WP_051744751.1,['mycofact_glyco']
WP_051744752.1,"['Glyco_hydro_2_C', 'Bgal_small_N', 'LacZ_4', 'Glyco_hydro_2']"
WP_033321540.1,['Fer4_13']
WP_033321541.1,['P450_cycloAA_1']
WP_051498185.1,['Creatininase']
WP_081756588.1,['mycofact_glyco']
WP_154725071.1,['mycofactocin']
WP_034436978.1,['FIST']
WP_034436979.1,['SDR_subfam_1']
WP_034436980.1,['Mycofactocin_RRE']
WP_230314520.1,"['propionate_PrpR', 'nifA', 'PAS_4', 'PAS', 'HTH_28']"
WP_034436981.1,['DUF72']
WP_034436982.1,"['pta', 'AAA_26', 'DRTGG']"
WP_034436983.1,"['GGDEF', 'AAA_16', 'TOMM_kin_cyc', 'TPR_9', 'TPR_12']"
WP_051498186.1,['ksgA']
WP_034436984.1,['Tex_YqgF']
WP_230314521.1,"['MmgE_PrpD', 'MmgE_PrpD_C']"
WP_051498187.1,['CHAD']
WP_035850803.1,"['Arabinose_Isome', 'Arabinose_Iso_C']"
WP_063725706.1,"['MCPsignal', '4HB_MCP_1', 'HAMP', 'AI-2E_transport']"
WP_051570089.1,"['DUF4381', 'PE-PPE']"
WP_051570090.1,['GGDEF']
WP_035850804.1,['Meth_synt_2']
WP_035850805.1,['mycofact_glyco']
WP_084700407.1,['mycofact_TetR']
WP_035850806.1,['mycofactocin']
WP_035850807.1,['Mycofactocin_RRE']
WP_035850809.1,['mycofact_rSAM']
WP_035850811.1,['mycofact_OYE_1']
WP_035850813.1,['SDR_subfam_1']
WP_035850814.1,['SDR_subfam_1']
WP_035850815.1,"['AAA_5', 'MCM']"
WP_084700409.1,"['VWA_2', 'marine_srt_targ']"
WP_035850816.1,['mycofact_OYE_2']
WP_051570091.1,['ETF_alpha']
WP_036343477.1,['Orn_aminotrans']
WP_051660121.1,['DDAH_eukar']
WP_036343479.1,"['HTH_AsnC-type', 'MarR']"
WP_036343480.1,"['Pyr_redox_2', 'Reductase_C']"
WP_036343481.1,['Glyoxalase_6']
WP_036343482.1,['SigE-fam_strep']
WP_036343485.1,['mycofact_TetR']
