,domains
WP_012852717.1,"['Sortase', 'TIGR03784']"
WP_012852719.1,"['TIGR03968', 'TetR_N', 'TetR_C_14', 'TIGR03613', 'TIGR03384', 'TIGR02366', 'HTH_7', 'HTH_29', 'DprA_WH', 'DUF6262', 'HTH_23', 'HTH_Tnp_1_2']"
WP_012852720.1,"['adh_short_C2', 'adh_short', 'TIGR01830', 'TIGR01963', 'TIGR02415', 'TIGR01832', 'TIGR03971', 'TIGR03206', 'TIGR01829', 'TIGR04316', 'TIGR02632', 'TIGR04504', 'TIGR03325', 'TIGR01831', 'TIGR02685', 'TIGR01500', 'KR', 'TIGR01289', 'Epimerase', 'F420_oxidored', 'Glyco_trans_4_4', 'TIGR01777', '3HCDH_N', 'TIGR01915']"
WP_012873294.1,"['TIGR02798', 'RraA-like', 'TIGR01935', 'TIGR02998', 'Adeno_PIX']"
WP_041400392.1,"['PIG-L', 'TIGR04001', 'TIGR04000', 'TIGR03446', 'TIGR03445', 'Sugar-bind', 'Ubiq-assoc']"
WP_012873296.1,"['Creatininase', 'DUF1932']"
WP_012873297.1,['AI-2E_transport']
WP_012873298.1,"['TIGR03558', 'TIGR04027', 'TIGR04036', 'TIGR03619', 'TIGR03858', 'TIGR04020', 'TIGR03620', 'TIGR03571', 'TIGR03857', 'TIGR03854', 'TIGR03560', 'TIGR04465', 'TIGR03621', 'TIGR03564', 'TIGR03559', 'TIGR03860', 'TIGR03555', 'TIGR03554', 'TIGR03842', 'TIGR04024', 'TIGR03841']"
WP_012873299.1,['TIGR03969']
WP_012873300.1,"['Mycofactocin_RRE', 'TIGR03967']"
WP_012873301.1,"['TIGR03962', 'TIGR04545', 'TIGR04055', 'TIGR04053', 'TIGR04054', 'TIGR04051', 'TIGR04347', 'TIGR04303', 'TIGR04546', 'TIGR02109', 'TIGR04250', 'TIGR04133', 'TIGR03913', 'TIGR04103', 'TIGR03942', 'TIGR04251', 'Radical_SAM', 'TIGR02666', 'TIGR04082', 'TIGR04317', 'TIGR02668', 'TIGR04340', 'TIGR04064', 'TIGR04163', 'TIGR03974', 'TIGR04403', 'TIGR04080', 'TIGR04167', 'TIGR04321', 'TIGR03961', 'TIGR04085', 'TIGR03470', 'TIGR04084', 'TIGR04311', 'TIGR04083', 'TIGR04261', 'TIGR04466', 'TIGR03906', 'TIGR03977', 'SPASM', 'TIGR04304', 'TIGR04269', 'TIGR04068', 'TIGR04280', 'TIGR03978', 'TIGR02495', 'Fer4_12', 'Fer4_14', 'TIGR04334', 'TIGR04115', 'TIGR03963', 'TIGR04478', 'TIGR04278', 'TIGR04349', 'TIGR02493', 'TIGR04148', 'TIGR04041', 'TIGR04078', 'TIGR04508', 'TIGR04426', 'TIGR04136', 'TIGR03365']"
WP_012873302.1,"['TIGR03965', 'Glycos_transf_2', 'Glyco_tranf_2_3', 'TIGR04283', 'TIGR03937', 'Glyco_trans_2_3', 'TIGR03469', 'Glyco_tranf_2_2', 'TIGR04242', 'TIGR03111', 'Glyco_transf_21', 'HTH_IclR', 'TIGR03472', 'MarR_2', 'TIGR04195', 'TIGR04017', 'TIGR03030', 'Glyco_tranf_2_4', 'HTH_29', 'HTH_28', 'TIGR04009', 'TIGR04440']"
WP_245534924.1,"['TIGR02640', 'AAA_5', 'AAA_3', 'TIGR02442', 'bpMoxR', 'VWA_CoxE', 'MCM', 'Mg_chelatase', 'TIGR02031', 'AAA_16', 'VWA_2', 'TIGR01650', 'Sigma54_activat', 'TIGR00368', 'TIGR00764', 'TIGR03788', 'TIGR00635', 'VWA', 'AAA_30', 'AAA', 'TIGR02858']"
WP_012873304.1,"['TIGR03989', 'ADH_zinc_N', 'ADH_N', 'TIGR02824', 'TIGR02819', 'TIGR02822', 'TIGR01751', 'TIGR01202', 'TIGR02823', 'Glu_dehyd_C', 'ADH_zinc_N_2', 'TIGR02817', 'NADH_4Fe-4S', 'AlaDh_PNT_C']"
WP_012873305.1,"['TIGR03966', 'TIGR02708', 'TIGR02151', 'IMPDH', 'TIGR01302', 'NMO', 'Glu_synthase', 'TIGR03151', 'ThiG', 'TIGR01304', 'His_biosynth', 'TIGR01306', 'TIGR01303', 'Dus', 'G3P_antiterm', 'DHO_dh', 'TIGR00007', 'TIGR01919', 'TIGR01305', 'TIGR01037']"
WP_012873306.1,"['AAA_5', 'TIGR02640', 'TIGR02442', 'AAA_3', 'VWA_2', 'bpMoxR', 'AAA_16', 'VWA', 'VWA_CoxE', 'Mg_chelatase', 'TIGR02031', 'AAA', 'TIGR01243', 'VWA_3', 'TIGR01650', 'TIGR00368', 'TIGR01242', 'TIGR01241', 'TIGR01189', 'AAA_30', 'TIGR04509', 'TIGR01651', 'Sigma54_activat', 'CobT_C', 'TIGR03788', 'TIGR00764', 'TIGR02324', 'TIGR00968', 'AAA_33', 'TIGR01842', 'Rad17', 'GFO_IDH_MocA_C2', 'TIGR00956']"
WP_012873307.1,"['AAA_5', 'TIGR02640', 'AAA_3', 'Mg_chelatase', 'AAA_16', 'bpMoxR', 'TIGR01650', 'MCM', 'Sigma54_activat', 'TIGR00368', 'TIGR00764', 'TIGR02442', 'AAA', 'TIGR00635', 'TIGR02903', 'ABC_tran', 'AAA_22', 'RuvB_N', 'TIGR02868', 'TIGR02031', 'TIGR02204', 'TIGR02324', 'TIGR01189', 'AAA_30', 'TIGR01448', 'AAA_17', 'TIGR02857', 'AAA_19', 'TIGR03922', 'TIGR02858', 'Cytidylate_kin', 'Rad17', 'TIGR02902', 'TIGR00972', 'TIGR03864', 'TIGR00954', 'TIGR03005', 'TIGR00956', 'TIGR00017', 'AAA_29', 'RNA_helicase', 'TIGR00382', 'RsgA_GTPase', 'NACHT', 'TsaE', 'TIGR02315', 'AAA_7', 'AAA_24', 'TIGR02928']"
WP_012873308.1,"['TIGR03971', 'TIGR02685', 'KR', 'TIGR01500', 'DUF1776', 'Gln_amidase']"
WP_012950883.1,"['Isochorismatase', 'PqqA']"
WP_208104351.1,"['TIGR03964', 'TIGR04448']"
WP_012950885.1,"['TIGR03997', 'TIGR01317', 'Pyr_redox_2', 'NAD_binding_8', 'TIGR03315', 'FAD_binding_2', 'HI0933_like', 'TIGR01316', 'TIGR00275', 'TIGR01372', 'TIGR02733', 'TIGR03467', 'FAD_oxidored', 'Pyr_redox', 'TIGR02734', 'TIGR03364', 'AlaDh_PNT_C', 'TIGR01318', 'TIGR01350', 'NAD_binding_7', 'TIGR04018', 'TIGR00562', 'GIDA', 'TIGR02032', 'TIGR03140', 'TIGR01813', 'Dus', 'FAD_binding_3', 'TIGR00737', 'Pyr_redox_3', 'TIGR00292', 'TIGR01292', 'DAO', 'TIGR02023', 'TIGR01424', 'TIGR01438', 'THF_DHG_CYH_C', 'TIGR03197', 'TIGR02352']"
WP_012950886.1,"['UPF0225', 'SEC-C']"
WP_012950887.1,"['DUF222', 'HNH']"
WP_243697595.1,"['Pyrid_ox_like', 'Putative_PNPOx', 'TIGR03618', 'TIGR03667']"
WP_208104352.1,"['TIGR03996', 'TIGR01317', 'Pyr_redox', 'Pyr_redox_2', 'NAD_binding_8', 'FAD_binding_3', 'FAD_oxidored', 'TIGR03467', 'TIGR01372', 'TIGR03315', 'TIGR01318', 'GIDA', 'TIGR02028', 'TIGR02734', 'TIGR00275', 'HI0933_like', 'NAD_binding_7', 'TIGR00292', 'TIGR01316', 'TIGR01350', '3HCDH_N', 'TIGR02032', 'Amino_oxidase', 'Thi4', 'DAO', 'TIGR02053', 'TIGR02733', 'TIGR00562', 'TIGR02023', 'Pyr_redox_3', 'AlaDh_PNT_C', 'TIGR03140', 'TIGR00737', 'TIGR01292', 'TIGR02731', 'TIGR01470', 'TIGR02374', 'Trp_halogenase', 'TIGR03385', 'TIGR01790', 'TIGR01136', 'TIGR00137', 'Lycopene_cycl', 'TIGR02360', 'TIGR04046', 'TIGR03364', 'TIGR02352', 'TIGR00136', 'TIGR01813', 'TIGR03197', 'TIGR01139']"
WP_012950890.1,"['TIGR03962', 'TIGR04545', 'TIGR04055', 'TIGR04303', 'TIGR04053', 'TIGR04051', 'TIGR04347', 'TIGR04054', 'TIGR03913', 'TIGR04546', 'TIGR02109', 'TIGR04133', 'TIGR04251', 'TIGR04103', 'TIGR04250', 'Radical_SAM', 'TIGR02668', 'TIGR02666', 'TIGR04340', 'TIGR04317', 'TIGR04082', 'TIGR03942', 'TIGR04403', 'TIGR04167', 'TIGR03974', 'TIGR03961', 'TIGR04085', 'TIGR04084', 'TIGR04311', 'TIGR04064', 'TIGR04321', 'TIGR04163', 'TIGR03470', 'TIGR04083', 'TIGR04466', 'TIGR03977', 'TIGR04280', 'TIGR04080', 'TIGR04269', 'TIGR04463', 'TIGR02495', 'TIGR04304', 'TIGR03906', 'TIGR03963', 'TIGR04334', 'TIGR03978', 'TIGR04115', 'TIGR04261', 'SPASM', 'Fer4_12', 'TIGR04068', 'TIGR04349', 'TIGR02493', 'TIGR04478', 'TIGR04136', 'TIGR04041', 'Fer4_14', 'TIGR03365', 'TIGR03972', 'TIGR04148', 'TIGR04150', 'DUF3072', 'TIGR04078']"
WP_012950891.1,"['Mycofactocin_RRE', 'TIGR03967']"
WP_012950892.1,['TIGR03969']
WP_041241666.1,"['TIGR03968', 'TetR_C_14', 'TetR_N', 'TIGR03613', 'HTH_Tnp_1_2', 'TIGR02366', 'LacI', 'DUF134', 'HTH_23', 'HTH_18', 'DprA_WH', 'Xre-like-HTH', 'TIGR03384', 'HTH_11', 'HTH_AraC', 'HTH_7']"
WP_041241667.1,['VWA_CoxE']
WP_012950894.1,"['Aldo_ket_red', 'TIGR01293', 'TIGR00958']"
WP_012950895.1,"['Response_reg', 'GerE', 'TIGR02875', 'TIGR03020', 'TIGR02915', 'TIGR02154', 'TIGR03787', 'TIGR01818', 'TIGR03541', 'TadZ_N', 'TIGR01387', 'TIGR02956', 'Sigma70_r4_2', 'HTH_38', 'TIGR02937']"
WP_012950896.1,"['HisKA_3', 'GAF', 'HATPase_c', 'GAF_2', 'HATPase_c_2', 'GAF_3', 'BcrAD_BadFG', 'DUF2382', 'BAT']"
WP_012950897.1,['Fe-ADH']
WP_012950898.1,"['TIGR01976', 'TIGR03402', 'TIGR03235', 'TIGR03403', 'TIGR02006', 'Cys_Met_Meta_PP', 'TIGR01325', 'TIGR02080', 'DegT_DnrJ_EryC1', 'TIGR01326', 'TIGR04427', 'TIGR01324', 'TIGR01328', 'TIGR01821']"
WP_006541647.1,"['Methyltransf_19', 'Methyltransf_25', 'SMC_hinge', 'Carb_kinase']"
WP_006541648.1,"['TIGR03968', 'TetR_C_14', 'TetR_N', 'TIGR03613', 'TIGR03384']"
WP_006541650.1,"['TIGR03965', 'Glycos_transf_2', 'Glyco_tranf_2_3', 'TIGR03937', 'Glyco_trans_2_3', 'Glyco_transf_21', 'TIGR04242', 'TIGR04283', 'TIGR04182', 'Glyco_tranf_2_2', 'TIGR01556', 'TIGR03469', 'TIGR03111', 'TIGR04440', 'TIGR03472', 'KRTAP']"
WP_006541651.1,"['TIGR04504', 'KR', 'TIGR02685', 'Epimerase', 'RmlD_sub_bind', 'TIGR02823', 'DUF726', 'TIGR01179', 'TIGR01214']"
WP_035952216.1,['TIGR03964']
WP_006541653.1,"['TIGR03966', 'TIGR02708', 'TIGR02151', 'IMPDH', 'TIGR01302', 'TIGR01304', 'Glu_synthase', 'TIGR03151', 'ThiG', 'NMO', 'TIGR01306', 'His_biosynth', 'TIGR01305', 'TIGR01303', 'TIGR01037', 'DHO_dh']"
WP_006541654.1,"['TIGR03962', 'TIGR04545', 'TIGR04303', 'TIGR04055', 'TIGR04053', 'TIGR04051', 'TIGR04347', 'TIGR04054', 'TIGR03913', 'TIGR04546', 'TIGR02109', 'TIGR04251', 'TIGR04133', 'TIGR04250', 'TIGR04103', 'TIGR04340', 'TIGR02668', 'TIGR04082', 'Radical_SAM', 'TIGR02666', 'TIGR04403', 'TIGR04317', 'TIGR03942', 'TIGR04167', 'TIGR04163', 'TIGR04466', 'TIGR04085', 'TIGR03470', 'TIGR04311', 'TIGR04321', 'TIGR03961', 'TIGR03974', 'TIGR04084', 'TIGR04064', 'TIGR04083', 'TIGR03977', 'TIGR04304', 'TIGR04269', 'TIGR04080', 'TIGR04463', 'TIGR04280', 'TIGR02495', 'TIGR04261', 'TIGR03906', 'TIGR03978', 'TIGR04334', 'TIGR03963', 'SPASM', 'TIGR04349', 'TIGR04478', 'Fer4_12', 'TIGR04068', 'Fer4_14', 'TIGR03972', 'TIGR02493', 'TIGR03365', 'TIGR04041', 'NIR_SIR_ferr', 'TIGR04150', 'TIGR04148']"
WP_006541655.1,"['Mycofactocin_RRE', 'TIGR03967']"
WP_006541656.1,['TIGR03969']
WP_006541657.1,"['TIGR02416', 'TIGR03313', 'MoCoBD_1', 'TIGR03311', 'TIGR02969', 'Ald_Xan_dh_C']"
WP_006541658.1,"['FAD_binding_5', 'TIGR02963', 'TIGR03195', 'CO_deh_flav_C', 'TIGR03199', 'TIGR02969', 'TIGR03312']"
WP_006541659.1,"['TIGR03198', 'TIGR03193', 'TIGR02963', 'TIGR03311', 'TIGR02969', 'Fer2_2', 'TIGR03313', 'Fer2', 'Fer2_3', 'TIGR00384']"
WP_006541660.1,"['COXG', 'Polyketide_cyc2', 'Polyketide_cyc']"
WP_006541661.1,"['SnoaL_4', 'TIGR03232', 'Lumazine_bd_2', 'SnoaL_3', 'Scytalone_dh', 'Ring_hydroxyl_B']"
WP_006541663.1,"['ECH_1', 'ECH_2', 'TIGR03189', 'TIGR02441', 'TIGR02440', 'TIGR02437', 'TIGR03200', 'TIGR00706', 'Peptidase_S49']"
WP_006541664.1,['ADH_N_assoc']
WP_009680794.1,"['DegT_DnrJ_EryC1', 'TIGR04181', 'TIGR02379', 'TIGR04427', 'TIGR01326', 'Cys_Met_Meta_PP', 'Aminotran_1_2', 'TIGR01325', 'TIGR03947', 'TIGR01976', 'Beta_elim_lyase', 'TIGR01977']"
WP_009680795.1,"['Thiolase_N', 'DUF6189', 'TIGR01930']"
WP_009680796.1,"['MaoC_dehydratas', 'MaoC_dehydrat_N']"
WP_009680797.1,"['OB_aCoA_assoc', 'DUF35_N', 'Zn_Tnp_IS1595', 'TackOD1', 'Zn-ribbon_8']"
WP_009680798.1,"['MaoC_dehydrat_N', 'DUF6570', 'TIGR03036']"
WP_009680799.1,"['adh_short_C2', 'adh_short', 'TIGR03971', 'TIGR01830', 'TIGR01963', 'TIGR03206', 'TIGR02415', 'TIGR01832', 'TIGR04316', 'TIGR01829', 'TIGR04504', 'TIGR02632', 'TIGR03325', 'TIGR01831', 'TIGR02685', 'KR', 'TIGR01289']"
WP_009680800.1,"['TIGR03966', 'TIGR02708', 'TIGR02151', 'IMPDH', 'TIGR01302', 'NMO', 'Glu_synthase', 'TIGR01304', 'TIGR03151', 'TIGR01303', 'ThiG', 'His_biosynth', 'TIGR01306', 'TIGR01305', 'TIGR00007', 'Dus', 'G3P_antiterm']"
WP_009680801.1,"['TIGR03962', 'TIGR04545', 'TIGR04055', 'TIGR04303', 'TIGR04053', 'TIGR04347', 'TIGR04051', 'TIGR04054', 'TIGR04251', 'TIGR04546', 'TIGR03913', 'TIGR02109', 'TIGR04133', 'TIGR04250', 'TIGR04340', 'Radical_SAM', 'TIGR04103', 'TIGR02668', 'TIGR04082', 'TIGR04317', 'TIGR02666', 'TIGR04403', 'TIGR04167', 'TIGR04466', 'TIGR03942', 'TIGR03974', 'TIGR04083', 'TIGR04321', 'TIGR03470', 'TIGR04311', 'TIGR03961', 'TIGR04085', 'TIGR04163', 'TIGR04084', 'TIGR03977', 'TIGR04064', 'TIGR04463', 'TIGR04080', 'TIGR04280', 'TIGR03906', 'TIGR04269', 'TIGR02495', 'TIGR03978', 'TIGR04304', 'TIGR04068', 'SPASM', 'TIGR03963', 'TIGR03972', 'TIGR04334', 'Fer4_14', 'Fer4_12', 'TIGR04349', 'TIGR04261', 'TIGR03365', 'TIGR04478', 'TIGR04150', 'TIGR04148', 'TIGR04426', 'TIGR02493', 'NIR_SIR_ferr', 'TIGR04078', 'TIGR04278', 'TIGR01768']"
WP_009680802.1,"['Mycofactocin_RRE', 'TIGR03967', 'TIGR00968']"
WP_101841532.1,['TIGR03969']
WP_009680804.1,"['TIGR03968', 'TetR_C_14', 'TetR_N', 'TIGR03613', 'HTH_Tnp_1_2', 'TIGR02366', 'TIGR03384', 'HTH_7']"
WP_009680805.1,"['TIGR02160', 'NAD_binding_1', 'TIGR02008', 'Fer2', 'TIGR01941', 'FAD_binding_6', 'NAD_binding_6', 'TIGR02911', 'TIGR03224', 'Fer2_3']"
WP_009680806.1,['DoxX_3']
WP_009680807.1,"['DNA_alkylation', 'HEAT_2']"
WP_175284129.1,"['Pyr_redox_2', 'TIGR01350', 'Pyr_redox', 'TIGR02053', 'TIGR03452', 'Reductase_C', 'TIGR01424', 'TIGR03169', 'DAO', 'TIGR01421', 'Pyr_redox_3', 'TIGR01423', 'Lycopene_cycl', 'TIGR03197', 'Amino_oxidase', 'TIGR00275', 'TIGR02734', 'NAD_binding_8', 'HI0933_like', 'GIDA', 'NAD_binding_9', 'TIGR03140', 'TIGR04369', 'TIGR01988', 'TIGR01438', 'TrkA_N', '2-Hacid_dh_C', 'Lys_Orn_oxgnase', 'TIGR03467', 'TIGR02352', 'TIGR02032', 'TIGR01790', 'TIGR02730', 'TIGR00136', 'TIGR04018', 'ApbA', 'HcgC', 'ThiF', 'TIGR03315', 'Shikimate_DH', '3HCDH_N', 'FAD_binding_2']"
WP_009680809.1,"['DUF6541', 'TIGR03142', 'TetR_C_28']"
WP_009680810.1,"['TIGR03931', 'RskA']"
WP_049793963.1,"['TIGR03151', 'NMO', 'TIGR01302', 'IMPDH', 'TIGR02151', 'FMN_dh', 'TIGR02814', 'TIGR01037', 'DHO_dh', 'TIGR03966', 'TIGR01306', 'TIGR01304', 'Glu_synthase', 'TIGR03572', 'TMP-TENI', 'TIGR04360', 'TIGR00735']"
WP_013809101.1,"['ECH_1', 'TIGR02280', 'TIGR03210', 'TIGR01929', 'ECH_2', 'TIGR02437', 'TIGR02440', 'TIGR03200', 'TIGR02441', 'TIGR03189']"
WP_049793808.1,"['TetR_N', 'TIGR03384', 'TIGR03613', 'TIGR03968']"
WP_237707849.1,"['Abhydrolase_3', 'Say1_Mug180', 'BD-FAE', 'Hydrolase_4', 'Thioesterase', 'Abhydrolase_2', 'AXE1', 'COesterase', 'TIGR01840']"
WP_237707850.1,"['Response_reg', 'GerE', 'TIGR02875', 'TIGR03020', 'TIGR02915', 'TIGR02154', 'TIGR03541', 'TIGR01818', 'TIGR03787', 'TIGR01387', 'Sigma70_r4_2', 'TIGR02937', 'TIGR02956', 'HTH_23', 'TIGR02985', 'TadZ_N', 'TIGR03771', 'HTH_24', 'Sigma70_r4', 'cREC_REC', 'TIGR02941', 'HTH_10']"
WP_013809105.1,"['HisKA_3', 'HATPase_c_2', 'HATPase_c', 'ORF_12_N']"
WP_237707979.1,"['Fe-ADH', 'Fe-ADH_2']"
WP_013809107.1,['TIGR03969']
WP_041451260.1,"['Mycofactocin_RRE', 'TIGR03967']"
WP_013809109.1,"['TIGR03962', 'TIGR04545', 'TIGR04055', 'TIGR04053', 'TIGR04303', 'TIGR04347', 'TIGR04051', 'TIGR04054', 'TIGR02109', 'TIGR03913', 'TIGR04546', 'TIGR04251', 'TIGR04250', 'TIGR04133', 'TIGR04103', 'Radical_SAM', 'TIGR04340', 'TIGR02668', 'TIGR02666', 'TIGR04082', 'TIGR04317', 'TIGR04403', 'TIGR04167', 'TIGR03942', 'TIGR03961', 'TIGR04085', 'TIGR03974', 'TIGR04466', 'TIGR04311', 'TIGR03470', 'TIGR04083', 'TIGR04084', 'TIGR04163', 'TIGR04321', 'TIGR03977', 'TIGR04064', 'TIGR04463', 'TIGR02495', 'TIGR04280', 'TIGR04080', 'TIGR03906', 'TIGR04334', 'TIGR04269', 'TIGR04304', 'TIGR03978', 'SPASM', 'TIGR03963', 'TIGR04261', 'TIGR04068', 'Fer4_12', 'TIGR04349', 'TIGR04478', 'Fer4_14', 'TIGR03365', 'TIGR02493', 'TIGR03972', 'TIGR04136', 'TIGR04150', 'TIGR04278', 'TIGR04078', 'TIGR04041', 'TIGR04148', 'NIR_SIR_ferr']"
WP_013809110.1,"['TIGR03966', 'TIGR02708', 'TIGR02151', 'IMPDH', 'Glu_synthase', 'TIGR01302', 'TIGR01304', 'ThiG', 'NMO', 'His_biosynth', 'TIGR03151', 'DHO_dh', 'TIGR01306', 'TIGR01037', 'TIGR01303', 'G3P_antiterm', 'TIGR00007', 'Dus', 'TIGR01305', 'IGPS']"
WP_158307393.1,['MucB_RseB_C']
WP_013809113.1,['DUF6358']
WP_013809114.1,"['DUF6131', 'DUF308', 'DUF3784', 'DUF2892', 'Phage_holin_3_6', 'DUF3185', 'DUF2107', 'TIGR04152', 'DUF6358', 'Claudin_2', 'DUF973']"
WP_013809115.1,"['CsbD', 'DUF883', 'Apolipoprotein', 'YtxH']"
WP_013809116.1,"['DUF6232', 'Phage_holin_3_6', 'MFS_Mycoplasma', 'LeuA_dimer', 'DUF4131', 'EphA2_TM', 'DUF4282']"
WP_013809145.1,"['XdhC_C', 'TIGR02964', 'XdhC_CoxI']"
WP_013809146.1,"['TetR_N', 'TetR_C_24', 'TIGR03384', 'TIGR03613', 'TIGR03968', 'Omptin', 'HTH_Tnp_1_2']"
WP_049793809.1,"['DoxX_2', 'SdpI', 'Sdh_cyt']"
WP_013809147.1,"['TIGR03965', 'Glycos_transf_2', 'Glyco_tranf_2_3', 'TIGR03937', 'Glyco_tranf_2_2', 'Glyco_trans_2_3', 'TIGR04440', 'TIGR04242', 'TIGR04283', 'NTP_transf_3', 'Glyco_transf_21', 'TIGR01556', 'TIGR03111', 'TIGR04182']"
WP_013809148.1,"['TIGR04504', 'KR', 'TIGR02685', 'Epimerase', 'TIGR01500', 'TIGR02823']"
WP_013809149.1,"['TIGR03964', 'TIGR02313']"
WP_013809150.1,"['TIGR03966', 'TIGR02708', 'TIGR02151', 'IMPDH', 'TIGR01302', 'Glu_synthase', 'NMO', 'TIGR01304', 'ThiG', 'TIGR03151', 'His_biosynth', 'TIGR01303', 'TIGR01919', 'TIGR00007', 'TIGR01306', 'TIGR01305', 'TIGR01037', 'DHO_dh', 'G3P_antiterm', 'Dus']"
WP_013809151.1,"['TIGR03962', 'TIGR04545', 'TIGR04303', 'TIGR04055', 'TIGR04053', 'TIGR03913', 'TIGR04347', 'TIGR04251', 'TIGR04051', 'TIGR04054', 'TIGR04546', 'TIGR02109', 'TIGR04133', 'TIGR04250', 'Radical_SAM', 'TIGR04340', 'TIGR04103', 'TIGR02668', 'TIGR04403', 'TIGR04167', 'TIGR04317', 'TIGR02666', 'TIGR04082', 'TIGR03942', 'TIGR03974', 'TIGR03961', 'TIGR04466', 'TIGR04163', 'TIGR03470', 'TIGR04085', 'TIGR04064', 'TIGR03977', 'TIGR04083', 'TIGR04311', 'TIGR04084', 'TIGR04463', 'TIGR04280', 'TIGR04080', 'TIGR04321', 'TIGR04269', 'TIGR03978', 'TIGR02495', 'TIGR04304', 'TIGR04068', 'TIGR03906', 'TIGR04334', 'TIGR04478', 'TIGR03963', 'SPASM', 'TIGR04261', 'TIGR02493', 'Fer4_12', 'TIGR03365', 'Fer4_14', 'TIGR03972', 'TIGR04349', 'TIGR04078', 'TIGR04041', 'TIGR04148', 'TIGR04136']"
WP_013809152.1,"['Mycofactocin_RRE', 'TIGR03967']"
WP_083826626.1,['TIGR03969']
WP_013809154.1,"['TIGR03968', 'TetR_C_14', 'TetR_N', 'TIGR02366', 'TIGR03613', 'TIGR03384', 'HTH_7', 'HTH_Tnp_1_2', 'HTH_29', 'DprA_WH']"
WP_041452331.1,"['AMP-binding', 'AMP-binding_C', 'TIGR02372', 'TIGR03443', 'TIGR02155', 'AMP-binding_C_2']"
WP_041451263.1,['SNF']
WP_013809157.1,['MaAIMP_sms']
WP_237707851.1,"['IclR', 'TIGR02431', 'HTH_IclR', 'MarR_2', 'MarR', 'FeoC']"
WP_013809159.1,"['TIGR00861', 'MIP', 'DUF2456']"
WP_013809160.1,"['TIGR02363', 'TIGR00587']"
WP_013873921.1,"['TIGR02825', 'ADH_N_2', 'TIGR02824', 'ADH_zinc_N', 'TIGR02823', 'ADH_zinc_N_2', 'TIGR01751', 'TIGR02817', 'TIGR03201']"
WP_013873922.1,"['TIGR04503', 'ETF']"
WP_013873923.1,"['Fer4_2', 'TIGR04105', 'Fer4_7', 'Fer4_9', 'Fer4_10', 'TIGR02179', 'TIGR03287', 'Fer4_6', 'Fer4_21', 'TIGR04041', 'TIGR02951', 'TIGR02700', 'Fer4_8', 'ETF_QO', 'TIGR03294', 'TIGR02066', 'TIGR00402', 'Fer4_17', 'TIGR03336', 'Fer4_11', 'TIGR03478', 'TIGR01582', 'Fer4_4', 'Fer4', 'TIGR02060', 'TIGR03149', 'TIGR04395', 'TIGR01660', 'TIGR02936', 'TIGR02494', 'Fer4_16', 'TIGR02163', 'TIGR00403', 'TIGR04270', 'TIGR02512']"
WP_013873924.1,"['TIGR02032', 'DAO', 'TIGR02028', 'FAD_binding_3', 'FAD_oxidored', 'Pyr_redox_2', 'FAD_binding_2', 'TIGR01988', 'Lycopene_cycl', 'TIGR01373', 'NAD_binding_8', 'HI0933_like', 'TIGR03467', 'TIGR02734', 'TIGR01790', 'TIGR01372', 'TIGR01350', 'Trp_halogenase', 'GIDA', 'TIGR00275', 'TIGR00292', 'TIGR01316', 'TIGR01816', 'Thi4', 'TIGR04542', 'TIGR03997', 'TIGR03140', 'TIGR01317', 'TIGR01377', 'TIGR02053', 'Pyr_redox', 'TIGR01984', 'TIGR01812', 'TIGR03197', 'TIGR04018', 'TIGR01813', 'Pyr_redox_3', 'TIGR03315', 'TIGR01292', 'TIGR02352', 'TIGR03364', 'TIGR03378', 'ANTAR', 'TIGR01318', 'TIGR03143', 'TIGR00137', 'TIGR02732', 'TIGR00031', 'ApbA', 'TIGR00745', 'TIGR00136']"
WP_013873925.1,"['ETF_alpha', 'ETF']"
WP_013873926.1,"['TIGR03997', 'TIGR01317', 'Pyr_redox_2', 'TIGR01350', 'TIGR03315', 'FAD_oxidored', 'NAD_binding_8', 'TIGR03467', 'Pyr_redox', 'TIGR01316', 'TIGR00275', 'HI0933_like', 'TIGR03140', 'TIGR02032', 'GIDA', 'TIGR02028', 'FAD_binding_2', 'Pyr_redox_3', 'TIGR02023', 'TIGR01372', 'TIGR02733', 'TIGR02734', 'DAO', 'TIGR01318', 'TIGR01424', 'TIGR03364', 'TIGR00737', 'TIGR02053', 'TIGR02732', 'TIGR00292', 'AlaDh_PNT_C', 'TIGR03197', 'Dus', 'TIGR02352', 'TIGR01292', 'TIGR01438', 'FAD_binding_3', 'Thi4', 'TIGR01813', 'DDE_3', 'TIGR04018', 'TIGR00137', 'TIGR01421', 'TIGR00562', 'NAD_binding_9']"
WP_013873927.1,"['TIGR03996', 'TIGR03997', 'Oxidored_FMN', 'TIGR01317', 'TIGR01318', 'FAD_oxidored', 'Pyr_redox_2', 'TIGR01372', 'FAD_binding_3', 'NAD_binding_8', 'TIGR03467', 'TIGR00275', 'TIGR00292', 'TIGR03315', 'Pyr_redox', 'HI0933_like', 'Thi4', 'TIGR01316', 'TIGR02352', 'TIGR02733', 'TIGR02023', 'TIGR02734', 'GIDA', 'TIGR03197', 'Pyr_redox_3', 'TIGR03364']"
